Pixel,Value,Minima,,,,,,,,
174.2,46272,,,,,,,,,
174.3,46272,,,,,,,,,
174.4,46272,,,,,,,,,
174.5,46272,,,,,,,,,
174.6,46912,,,,,,,,,
174.7,46912,,,,,,,,,
174.8,46912,,,,,,,,,
174.9,46912,,,,,,,,,
175,46912,,,,,,,,,
175.1,46912,,,,,,,,,
175.2,46912,,,,,,,,,
175.3,46912,,,,,,,,,
175.4,46912,,,,,,,,,
175.5,46912,,,,,,,,,
175.6,47104,,,,,,,,,
175.7,47104,,,,,,,,,
175.8,47104,,,,,,,,,
175.9,47104,,,,,,,,,
176,47104,,,,,,,,,
176.1,47104,,,,,,,,,
176.2,47104,,,,,,,,,
176.3,47104,,,,,,,,,
176.4,47104,,,,,,,,,
176.5,47104,,,,,,,,,
176.6,46528,,,,,,,,,
176.7,46528,,,,,,,,,
176.8,46528,,,,,,,,,
176.9,46528,,,,,,,,,
177,46528,,,,,,,,,
177.1,46528,,,,,,,,,
177.2,46528,,,,,,,,,
177.3,46528,,,,,,,,,
177.4,46528,,,,,,,,,
177.5,46528,,,,,,,,,
177.6,47296,,,,,,,,,
177.7,47296,,,,,,,,,
177.8,47296,,,,,,,,,
177.9,47296,,,,,,,,,
178,47296,,,,,,,,,
178.1,47296,,,,,,,,,
178.2,47296,,,,,,,,,
178.3,47296,,,,,,,,,
178.4,47296,,,,,,,,,
178.5,47296,,,,,,,,,
178.6,46848,,,,,,,,,
178.7,46848,,,,,,,,,
178.8,46848,,,,,,,,,
178.9,46848,,,,,,,,,
179,46848,,,,,,,,,
179.1,46848,,,,,,,,,
179.2,46848,,,,,,,,,
179.3,46848,,,,,,,,,
179.4,46848,,,,,,,,,
179.5,46848,,,,,,,,,
179.6,46208,,,,,,,,,
179.7,46208,,,,,,,,,
179.8,46208,,,,,,,,,
179.9,46208,,,,,,,,,
180,46208,,,,,,,,,
180.1,46208,,,,,,,,,
180.2,46208,,,,,,,,,
180.3,46208,,,,,,,,,
180.4,46208,,,,,,,,,
180.5,46208,,,,,,,,,
180.6,45888,,,,,,,,,
180.7,45888,,,,,,,,,
180.8,45888,,,,,,,,,
180.9,45888,,,,,,,,,
181,45888,,,,,,,,,
181.1,45888,,,,,,,,,
181.2,45888,,,,,,,,,
181.3,45888,,,,,,,,,
181.4,45888,,,,,,,,,
181.5,45888,,,,,,,,,
181.6,46464,,,,,,,,,
181.7,46464,,,,,,,,,
181.8,46464,,,,,,,,,
181.9,46464,,,,,,,,,
182,46464,,,,,,,,,
182.1,46464,,,,,,,,,
182.2,46464,,,,,,,,,
182.3,46464,,,,,,,,,
182.4,46464,,,,,,,,,
182.5,46464,,,,,,,,,
182.6,47488,,,,,,,,,
182.7,47488,,,,,,,,,
182.8,47488,,,,,,,,,
182.9,47488,,,,,,,,,
183,47488,,,,,,,,,
183.1,47488,,,,,,,,,
183.2,47488,,,,,,,,,
183.3,47488,,,,,,,,,
183.4,47488,,,,,,,,,
183.5,47488,,,,,,,,,
183.6,45696,,,,,,,,,
183.7,45696,,,,,,,,,
183.8,45696,,,,,,,,,
183.9,45696,,,,,,,,,
184,45696,,,,,,,,,
184.1,45696,,,,,,,,,
184.2,45696,,,,,,,,,
184.3,45696,,,,,,,,,
184.4,45696,,,,,,,,,
184.5,45696,,,,,,,,,
184.6,45120,,,,,,,,,
184.7,45120,,,,,,,,,
184.8,45120,,,,,,,,,
184.9,45120,,,,,,,,,
185,45120,,,,,,,,,
185.1,45120,,,,,,,,,
185.2,45120,,,,,,,,,
185.3,45120,,,,,,,,,
185.4,45120,,,,,,,,,
185.5,45120,,,,,,,,,
185.6,42432,,,,,,,,,
185.7,42432,,,,,,,,,
185.8,42432,,,,,,,,,
185.9,42432,,,,,,,,,
186,42432,,,,,,,,,
186.1,42432,,,,,,,,,
186.2,42432,,,,,,,,,
186.3,42432,,,,,,,,,
186.4,42432,,,,,,,,,
186.5,42432,,,,,,,,,
186.6,32512,,,,,,,,,
186.7,32512,,,,,,,,,
186.8,32512,,,,,,,,,
186.9,32512,,,,,,,,,
187,32512,,,,,,,,,
187.1,32512,,,,,,,,,
187.2,32512,,,,,,,,,
187.3,32512,,,,,,,,,
187.4,32512,,,,,,,,,
187.5,32512,,,,,,,,,
187.6,16128,,,,,,,,,
187.7,16128,,,,,,,,,
187.8,16128,,,,,,,,,
187.9,16128,,,,,,,,,
188,16128,,,,,,,,,
188.1,16128,,,,,,,,,
188.2,16128,,,,,,,,,
188.3,16128,,,,,,,,,
188.4,16128,,,,,,,,,
188.5,16128,,,,,,,,,
188.6,14336,,,,,,,,,
188.7,14336,,,,,,,,,
188.8,14336,,,,,,,,,
188.9,14336,,,,,,,,,
189,14336,,,,,,,,,
189.1,14336,,,,,,,,,
189.2,14336,,,,,,,,,
189.3,14336,,,,,,,,,
189.4,14336,,,,,,,,,
189.5,14336,,,,,,,,,
189.6,25472,,,,,,,,,
189.7,25472,,,,,,,,,
189.8,25472,,,,,,,,,
189.9,25472,,,,,,,,,
190,25472,,,,,,,,,
190.1,25472,,,,,,,,,
190.2,25472,,,,,,,,,
190.3,25472,,,,,,,,,
190.4,25472,,,,,,,,,
190.5,25472,,,,,,,,,
190.6,38528,,,,,,,,,
190.7,38528,,,,,,,,,
190.8,38528,,,,,,,,,
190.9,38528,,,,,,,,,
191,38528,,,,,,,,,
191.1,38528,,,,,,,,,
191.2,38528,,,,,,,,,
191.3,38528,,,,,,,,,
191.4,38528,,,,,,,,,
191.5,38528,,,,,,,,,
191.6,27904,,,,,,,,,
191.7,27904,,,,,,,,,
191.8,27904,,,,,,,,,
191.9,27904,,,,,,,,,
192,27904,,,,,,,,,
192.1,27904,,,,,,,,,
192.2,27904,,,,,,,,,
192.3,27904,,,,,,,,,
192.4,27904,,,,,,,,,
192.5,27904,,,,,,,,,
192.6,13184,,,,,,,,,
192.7,13184,,,,,,,,,
192.8,13184,,,,,,,,,
192.9,13184,,,,,,,,,
193,13184,,,,,,,,,
193.1,13184,,,,,,,,,
193.2,13184,,,,,,,,,
193.3,13184,,,,,,,,,
193.4,13184,,,,,,,,,
193.5,13184,,,,,,,,,
193.6,11456,,,,,,,,,
193.7,11456,,,,,,,,,
193.8,11456,,,,,,,,,
193.9,11456,,,,,,,,,
194,11456,,,,,,,,,
194.1,11456,,,,,,,,,
194.2,11456,,,,,,,,,
194.3,11456,,,,,,,,,
194.4,11456,,,,,,,,,
194.5,11456,,,,,,,,,
194.6,19648,,,,,,,,,
194.7,19648,,,,,,,,,
194.8,19648,,,,,,,,,
194.9,19648,,,,,,,,,
195,19648,,,,,,,,,
195.1,19648,,,,,,,,,
195.2,19648,,,,,,,,,
195.3,19648,,,,,,,,,
195.4,19648,,,,,,,,,
195.5,19648,,,,,,,,,
195.6,36416,,,,,,,,,
195.7,36416,,,,,,,,,
195.8,36416,,,,,,,,,
195.9,36416,,,,,,,,,
196,36416,,,,,,,,,
196.1,36416,,,,,,,,,
196.2,36416,,,,,,,,,
196.3,36416,,,,,,,,,
196.4,36416,,,,,,,,,
196.5,36416,,,,,,,,,
196.6,33408,,,,,,,,,
196.7,33408,,,,,,,,,
196.8,33408,,,,,,,,,
196.9,33408,,,,,,,,,
197,33408,,,,,,,,,
197.1,33408,,,,,,,,,
197.2,32832,,,,,,,,,
197.3,32832,,,,,,,,,
197.4,32832,,,,,,,,,
197.5,32832,,,,,,,,,
197.6,18752,,,,,,,,,
197.7,18752,,,,,,,,,
197.8,18752,,,,,,,,,
197.9,18752,,,,,,,,,
198,18752,,,,,,,,,
198.1,18752,,,,,,,,,
198.2,18752,,,,,,,,,
198.3,18752,,,,,,,,,
198.4,18752,,,,,,,,,
198.5,18752,,,,,,,,,
198.6,14528,,,,,,,,,
198.7,14528,,,,,,,,,
198.8,14528,,,,,,,,,
198.9,14528,,,,,,,,,
199,14528,,,,,,,,,
199.1,14528,,,,,,,,,
199.2,14528,,,,,,,,,
199.3,14528,,,,,,,,,
199.4,14528,,,,,,,,,
199.5,14528,,,,,,,,,
199.6,20160,,,,,,,,,
199.7,20160,,,,,,,,,
199.8,20160,,,,,,,,,
199.9,20160,,,,,,,,,
200,20160,,,,,,,,,
200.1,20160,,,,,,,,,
200.2,20160,,,,,,,,,
200.3,20160,,,,,,,,,
200.4,20160,,,,,,,,,
200.5,20160,,,,,,,,,
200.6,38080,,,,,,,,,
200.7,38080,,,,,,,,,
200.8,38080,,,,,,,,,
200.9,38080,,,,,,,,,
201,38080,,,,,,,,,
201.1,38080,,,,,,,,,
201.2,38080,,,,,,,,,
201.3,38080,,,,,,,,,
201.4,38080,,,,,,,,,
201.5,38080,,,,,,,,,
201.6,43776,,,,,,,,,
201.7,43776,,,,,,,,,
201.8,43776,,,,,,,,,
201.9,43776,,,,,,,,,
202,43776,,,,,,,,,
202.1,43776,,,,,,,,,
202.2,43776,,,,,,,,,
202.3,43776,,,,,,,,,
202.4,43776,,,,,,,,,
202.5,43776,,,,,,,,,
202.6,45312,,,,,,,,,
202.7,45312,,,,,,,,,
202.8,45312,,,,,,,,,
202.9,45312,,,,,,,,,
203,45312,,,,,,,,,
203.1,45312,,,,,,,,,
203.2,45312,,,,,,,,,
203.3,45312,,,,,,,,,
203.4,45312,,,,,,,,,
203.5,45312,,,,,,,,,
203.6,46144,,,,,,,,,
203.7,46144,,,,,,,,,
203.8,46144,,,,,,,,,
203.9,46144,,,,,,,,,
204,46144,,,,,,,,,
204.1,46144,,,,,,,,,
204.2,46144,,,,,,,,,
204.3,46144,,,,,,,,,
204.4,46144,,,,,,,,,
204.5,46144,,,,,,,,,
204.6,46464,,,,,,,,,
204.7,46464,,,,,,,,,
204.8,46464,,,,,,,,,
204.9,46464,,,,,,,,,
205,46464,,,,,,,,,
205.1,46464,,,,,,,,,
205.2,46464,,,,,,,,,
205.3,46464,,,,,,,,,
205.4,46464,,,,,,,,,
205.5,46464,,,,,,,,,
205.6,46464,,,,,,,,,
205.7,46464,,,,,,,,,
205.8,46464,,,,,,,,,
205.9,46464,,,,,,,,,
206,46464,,,,,,,,,
206.1,46464,,,,,,,,,
206.2,46464,,,,,,,,,
206.3,46464,,,,,,,,,
206.4,46464,,,,,,,,,
206.5,46464,,,,,,,,,
206.6,46976,,,,,,,,,
206.7,46976,,,,,,,,,
206.8,46976,,,,,,,,,
206.9,46976,,,,,,,,,
207,46976,,,,,,,,,
207.1,46976,,,,,,,,,
207.2,46976,,,,,,,,,
207.3,46976,,,,,,,,,
207.4,46976,,,,,,,,,
207.5,46976,,,,,,,,,
207.6,47232,,,,,,,,,
207.7,47232,,,,,,,,,
207.8,47232,,,,,,,,,
207.9,47232,,,,,,,,,
208,47232,,,,,,,,,
208.1,47232,,,,,,,,,
208.2,47232,,,,,,,,,
208.3,47232,,,,,,,,,
208.4,47232,,,,,,,,,
208.5,47232,,,,,,,,,
208.6,46144,,,,,,,,,
208.7,46144,,,,,,,,,
208.8,46144,,,,,,,,,
208.9,46144,,,,,,,,,
209,46144,,,,,,,,,
209.1,46144,,,,,,,,,
209.2,46144,,,,,,,,,
209.3,46144,,,,,,,,,
209.4,46144,,,,,,,,,
209.5,46144,,,,,,,,,
209.6,45568,,,,,,,,,
209.7,45568,,,,,,,,,
209.8,45568,,,,,,,,,
209.9,45568,,,,,,,,,
210,45568,,,,,,,,,
210.1,45568,,,,,,,,,
210.2,45568,,,,,,,,,
210.3,45568,,,,,,,,,
210.4,45568,,,,,,,,,
210.5,45568,,,,,,,,,
210.6,46400,,,,,,,,,
210.7,46400,,,,,,,,,
210.8,46400,,,,,,,,,
210.9,46400,,,,,,,,,
211,46400,,,,,,,,,
211.1,46400,,,,,,,,,
211.2,46400,,,,,,,,,
211.3,46400,,,,,,,,,
211.4,46400,,,,,,,,,
211.5,46400,,,,,,,,,
211.6,47232,,,,,,,,,
211.7,47232,,,,,,,,,
211.8,47232,,,,,,,,,
211.9,47232,,,,,,,,,
212,47232,,,,,,,,,
212.1,47232,,,,,,,,,
212.2,47232,,,,,,,,,
212.3,47232,,,,,,,,,
212.4,47232,,,,,,,,,
212.5,47232,,,,,,,,,
212.6,46208,,,,,,,,,
212.7,46208,,,,,,,,,
212.8,46208,,,,,,,,,
212.9,46208,,,,,,,,,
213,46208,,,,,,,,,
213.1,46208,,,,,,,,,
213.2,46208,,,,,,,,,
213.3,46208,,,,,,,,,
213.4,46208,,,,,,,,,
213.5,46208,,,,,,,,,
213.6,47424,,,,,,,,,
213.7,47424,,,,,,,,,
213.8,47424,,,,,,,,,
213.9,47424,,,,,,,,,
214,47424,,,,,,,,,
214.1,47424,,,,,,,,,
214.2,47424,,,,,,,,,
214.3,47424,,,,,,,,,
214.4,47424,,,,,,,,,
214.5,47424,,,,,,,,,
214.6,45568,,,,,,,,,
214.7,45568,,,,,,,,,
214.8,45568,,,,,,,,,
214.9,45568,,,,,,,,,
215,45568,,,,,,,,,
215.1,45568,,,,,,,,,
215.2,45568,,,,,,,,,
215.3,45568,,,,,,,,,
215.4,45568,,,,,,,,,
215.5,45568,,,,,,,,,
215.6,46336,,,,,,,,,
215.7,46336,,,,,,,,,
215.8,46336,,,,,,,,,
215.9,46336,,,,,,,,,
216,46336,,,,,,,,,
216.1,46336,,,,,,,,,
216.2,46336,,,,,,,,,
216.3,46336,,,,,,,,,
216.4,46336,,,,,,,,,
216.5,46336,,,,,,,,,
216.6,47168,,,,,,,,,
216.7,47168,,,,,,,,,
216.8,47168,,,,,,,,,
216.9,47168,,,,,,,,,
217,47168,,,,,,,,,
217.1,47168,,,,,,,,,
217.2,47168,,,,,,,,,
217.3,47168,,,,,,,,,
217.4,47168,,,,,,,,,
217.5,47168,,,,,,,,,
217.6,46272,,,,,,,,,
217.7,46272,,,,,,,,,
217.8,46272,,,,,,,,,
217.9,46272,,,,,,,,,
218,46272,,,,,,,,,
218.1,46272,,,,,,,,,
218.2,46272,,,,,,,,,
218.3,46272,,,,,,,,,
218.4,46272,,,,,,,,,
218.5,46272,,,,,,,,,
218.6,46464,,,,,,,,,
218.7,46464,,,,,,,,,
218.8,46464,,,,,,,,,
218.9,46464,,,,,,,,,
219,46464,,,,,,,,,
219.1,46464,,,,,,,,,
219.2,46464,,,,,,,,,
219.3,46464,,,,,,,,,
219.4,46464,,,,,,,,,
219.5,46464,,,,,,,,,
219.6,46336,,,,,,,,,
219.7,46336,,,,,,,,,
219.8,46336,,,,,,,,,
219.9,46336,,,,,,,,,
220,46336,,,,,,,,,
220.1,46336,,,,,,,,,
220.2,46336,,,,,,,,,
220.3,46336,,,,,,,,,
220.4,46336,,,,,,,,,
220.5,46336,,,,,,,,,
220.6,45120,,,,,,,,,
220.7,45120,,,,,,,,,
220.8,45120,,,,,,,,,
220.9,45120,,,,,,,,,
221,45120,,,,,,,,,
221.1,45120,,,,,,,,,
221.2,45120,,,,,,,,,
221.3,45120,,,,,,,,,
221.4,45120,,,,,,,,,
221.5,45120,,,,,,,,,
221.6,46848,,,,,,,,,
221.7,46848,,,,,,,,,
221.8,46848,,,,,,,,,
221.9,46848,,,,,,,,,
222,46848,,,,,,,,,
222.1,46848,,,,,,,,,
222.2,46848,,,,,,,,,
222.3,46848,,,,,,,,,
222.4,46848,,,,,,,,,
222.5,46848,,,,,,,,,
222.6,46912,,,,,,,,,
222.7,46912,,,,,,,,,
222.8,46912,,,,,,,,,
222.9,46912,,,,,,,,,
223,46912,,,,,,,,,
223.1,46912,,,,,,,,,
223.2,46912,,,,,,,,,
223.3,46912,,,,,,,,,
223.4,46912,,,,,,,,,
223.5,46912,,,,,,,,,
223.6,46720,,,,,,,,,
223.7,46720,,,,,,,,,
223.8,46720,,,,,,,,,
223.9,46720,,,,,,,,,
224,46720,,,,,,,,,
224.1,46720,,,,,,,,,
224.2,46720,,,,,,,,,
224.3,46720,,,,,,,,,
224.4,46720,,,,,,,,,
224.5,46720,,,,,,,,,
224.6,46080,,,,,,,,,
224.7,46080,,,,,,,,,
224.8,46080,,,,,,,,,
224.9,46080,,,,,,,,,
225,46080,,,,,,,,,
225.1,46080,,,,,,,,,
225.2,46080,,,,,,,,,
225.3,46080,,,,,,,,,
225.4,46080,,,,,,,,,
225.5,46080,,,,,,,,,
225.6,46528,,,,,,,,,
225.7,46528,,,,,,,,,
225.8,46528,,,,,,,,,
225.9,46528,,,,,,,,,
226,46528,,,,,,,,,
226.1,46528,,,,,,,,,
226.2,46528,,,,,,,,,
226.3,46528,,,,,,,,,
226.4,46528,,,,,,,,,
226.5,46528,,,,,,,,,
226.6,45824,,,,,,,,,
226.7,45824,,,,,,,,,
226.8,45824,,,,,,,,,
226.9,45824,,,,,,,,,
227,45824,,,,,,,,,
227.1,45824,,,,,,,,,
227.2,45824,,,,,,,,,
227.3,45824,,,,,,,,,
227.4,45824,,,,,,,,,
227.5,45824,,,,,,,,,
227.6,45888,,,,,,,,,
227.7,45888,,,,,,,,,
227.8,45888,,,,,,,,,
227.9,45888,,,,,,,,,
228,45888,,,,,,,,,
228.1,45888,,,,,,,,,
228.2,45888,,,,,,,,,
228.3,45888,,,,,,,,,
228.4,45888,,,,,,,,,
228.5,45888,,,,,,,,,
228.6,45056,,,,,,,,,
228.7,45056,,,,,,,,,
228.8,45056,,,,,,,,,
228.9,45056,,,,,,,,,
229,45056,,,,,,,,,
229.1,45056,,,,,,,,,
229.2,45056,,,,,,,,,
229.3,45056,,,,,,,,,
229.4,45056,,,,,,,,,
229.5,45056,,,,,,,,,
229.6,46272,,,,,,,,,
229.7,46272,,,,,,,,,
229.8,46272,,,,,,,,,
229.9,46272,,,,,,,,,
230,46272,,,,,,,,,
230.1,46272,,,,,,,,,
230.2,46272,,,,,,,,,
230.3,46272,,,,,,,,,
230.4,46272,,,,,,,,,
230.5,46272,,,,,,,,,
230.6,43648,,,,,,,,,
230.7,43648,,,,,,,,,
230.8,43648,,,,,,,,,
230.9,43648,,,,,,,,,
231,43648,,,,,,,,,
231.1,43648,,,,,,,,,
231.2,43648,,,,,,,,,
231.3,43648,,,,,,,,,
231.4,43648,,,,,,,,,
231.5,43648,,,,,,,,,
231.6,44352,,,,,,,,,
231.7,44352,,,,,,,,,
231.8,44352,,,,,,,,,
231.9,44352,,,,,,,,,
232,44352,,,,,,,,,
232.1,44352,,,,,,,,,
232.2,44352,,,,,,,,,
232.3,44352,,,,,,,,,
232.4,44352,,,,,,,,,
232.5,44352,,,,,,,,,
232.6,44800,,,,,,,,,
232.7,44800,,,,,,,,,
232.8,44800,,,,,,,,,
232.9,44800,,,,,,,,,
233,44800,,,,,,,,,
233.1,44800,,,,,,,,,
233.2,44800,,,,,,,,,
233.3,44800,,,,,,,,,
233.4,44800,,,,,,,,,
233.5,44800,,,,,,,,,
233.6,40512,,,,,,,,,
233.7,40512,,,,,,,,,
233.8,40512,,,,,,,,,
233.9,40512,,,,,,,,,
234,40512,,,,,,,,,
234.1,40512,,,,,,,,,
234.2,40512,,,,,,,,,
234.3,40512,,,,,,,,,
234.4,40512,,,,,,,,,
234.5,40512,,,,,,,,,
234.6,29824,,,,,,,,,
234.7,29824,,,,,,,,,
234.8,29824,,,,,,,,,
234.9,29824,,,,,,,,,
235,29824,,,,,,,,,
235.1,29824,,,,,,,,,
235.2,29824,,,,,,,,,
235.3,29824,,,,,,,,,
235.4,29824,,,,,,,,,
235.5,29824,,,,,,,,,
235.6,21056,,,,,,,,,
235.7,21056,,,,,,,,,
235.8,21056,,,,,,,,,
235.9,21056,,,,,,,,,
236,21056,,,,,,,,,
236.1,21056,,,,,,,,,
236.2,21056,,,,,,,,,
236.3,21056,,,,,,,,,
236.4,21056,,,,,,,,,
236.5,21056,,,,,,,,,
236.6,27200,,,,,,,,,
236.7,27200,,,,,,,,,
236.8,27200,,,,,,,,,
236.9,27200,,,,,,,,,
237,27200,,,,,,,,,
237.1,27200,,,,,,,,,
237.2,27200,,,,,,,,,
237.3,27200,,,,,,,,,
237.4,27200,,,,,,,,,
237.5,27200,,,,,,,,,
237.6,24320,,,,,,,,,
237.7,24320,,,,,,,,,
237.8,24320,,,,,,,,,
237.9,24320,,,,,,,,,
238,24320,,,,,,,,,
238.1,24320,,,,,,,,,
238.2,24320,,,,,,,,,
238.3,24320,,,,,,,,,
238.4,24320,,,,,,,,,
238.5,24320,,,,,,,,,
238.6,17856,,,,,,,,,
238.7,17856,,,,,,,,,
238.8,17856,,,,,,,,,
238.9,17856,,,,,,,,,
239,17856,,,,,,,,,
239.1,17856,,,,,,,,,
239.2,17856,,,,,,,,,
239.3,17856,,,,,,,,,
239.4,17856,,,,,,,,,
239.5,17856,,,,,,,,,
239.6,23616,,,,,,,,,
239.7,23616,,,,,,,,,
239.8,23616,,,,,,,,,
239.9,23616,,,,,,,,,
240,23616,,,,,,,,,
240.1,23616,,,,,,,,,
240.2,23616,,,,,,,,,
240.3,23616,,,,,,,,,
240.4,23616,,,,,,,,,
240.5,23616,,,,,,,,,
240.6,31424,,,,,,,,,
240.7,31424,,,,,,,,,
240.8,31424,,,,,,,,,
240.9,31424,,,,,,,,,
241,31424,,,,,,,,,
241.1,31424,,,,,,,,,
241.2,31424,,,,,,,,,
241.3,31424,,,,,,,,,
241.4,31424,,,,,,,,,
241.5,31424,,,,,,,,,
241.6,19584,,,,,,,,,
241.7,19584,,,,,,,,,
241.8,19584,,,,,,,,,
241.9,19584,,,,,,,,,
242,19584,,,,,,,,,
242.1,19584,,,,,,,,,
242.2,19584,,,,,,,,,
242.3,19584,,,,,,,,,
242.4,19584,,,,,,,,,
242.5,19584,,,,,,,,,
242.6,20288,,,,,,,,,
242.7,20288,,,,,,,,,
242.8,20288,,,,,,,,,
242.9,20288,,,,,,,,,
243,20288,,,,,,,,,
243.1,20288,,,,,,,,,
243.2,20288,,,,,,,,,
243.3,20288,,,,,,,,,
243.4,20288,,,,,,,,,
243.5,20288,,,,,,,,,
243.6,39360,,,,,,,,,
243.7,39360,,,,,,,,,
243.8,39360,,,,,,,,,
243.9,39360,,,,,,,,,
244,39360,,,,,,,,,
244.1,39360,,,,,,,,,
244.2,39360,,,,,,,,,
244.3,39360,,,,,,,,,
244.4,39360,,,,,,,,,
244.5,39360,,,,,,,,,
244.6,44288,,,,,,,,,
244.7,44288,,,,,,,,,
244.8,44288,,,,,,,,,
244.9,44288,,,,,,,,,
245,44288,,,,,,,,,
245.1,44288,,,,,,,,,
245.2,44288,,,,,,,,,
245.3,44288,,,,,,,,,
245.4,44288,,,,,,,,,
245.5,44288,,,,,,,,,
245.6,44864,,,,,,,,,
245.7,44864,,,,,,,,,
245.8,44864,,,,,,,,,
245.9,44864,,,,,,,,,
246,44864,,,,,,,,,
246.1,44864,,,,,,,,,
246.2,44864,,,,,,,,,
246.3,44864,,,,,,,,,
246.4,44864,,,,,,,,,
246.5,44864,,,,,,,,,
246.6,46336,,,,,,,,,
246.7,46336,,,,,,,,,
246.8,46336,,,,,,,,,
246.9,46336,,,,,,,,,
247,46336,,,,,,,,,
247.1,46336,,,,,,,,,
247.2,46336,,,,,,,,,
247.3,46336,,,,,,,,,
247.4,46336,,,,,,,,,
247.5,46336,,,,,,,,,
247.6,46400,,,,,,,,,
247.7,46400,,,,,,,,,
247.8,46400,,,,,,,,,
247.9,46400,,,,,,,,,
248,46400,,,,,,,,,
248.1,46400,,,,,,,,,
248.2,46400,,,,,,,,,
248.3,46400,,,,,,,,,
248.4,46400,,,,,,,,,
248.5,46400,,,,,,,,,
248.6,46016,,,,,,,,,
248.7,46016,,,,,,,,,
248.8,46016,,,,,,,,,
248.9,46016,,,,,,,,,
249,46016,,,,,,,,,
249.1,46016,,,,,,,,,
249.2,46016,,,,,,,,,
249.3,46016,,,,,,,,,
249.4,46016,,,,,,,,,
249.5,46016,,,,,,,,,
249.6,46784,,,,,,,,,
249.7,46784,,,,,,,,,
249.8,46784,,,,,,,,,
249.9,46784,,,,,,,,,
250,46784,,,,,,,,,
250.1,46784,,,,,,,,,
250.2,46784,,,,,,,,,
250.3,46784,,,,,,,,,
250.4,46784,,,,,,,,,
250.5,46784,,,,,,,,,
250.6,46976,,,,,,,,,
250.7,46976,,,,,,,,,
250.8,46976,,,,,,,,,
250.9,46976,,,,,,,,,
251,46976,,,,,,,,,
251.1,46976,,,,,,,,,
251.2,46976,,,,,,,,,
251.3,46976,,,,,,,,,
251.4,46976,,,,,,,,,
251.5,46976,,,,,,,,,
251.6,46848,,,,,,,,,
251.7,46848,,,,,,,,,
251.8,46848,,,,,,,,,
251.9,46848,,,,,,,,,
252,46848,,,,,,,,,
252.1,46848,,,,,,,,,
252.2,46848,,,,,,,,,
252.3,46848,,,,,,,,,
252.4,46848,,,,,,,,,
252.5,46848,,,,,,,,,
252.6,47040,,,,,,,,,
252.7,47040,,,,,,,,,
252.8,47040,,,,,,,,,
252.9,47040,,,,,,,,,
253,47040,,,,,,,,,
253.1,47040,,,,,,,,,
253.2,47040,,,,,,,,,
253.3,47040,,,,,,,,,
253.4,47040,,,,,,,,,
253.5,47040,,,,,,,,,
253.6,47296,,,,,,,,,
253.7,47296,,,,,,,,,
253.8,47296,,,,,,,,,
253.9,47296,,,,,,,,,
254,47296,,,,,,,,,
254.1,47296,,,,,,,,,
254.2,47296,,,,,,,,,
254.3,47296,,,,,,,,,
254.4,47296,,,,,,,,,
254.5,47296,,,,,,,,,
254.6,46912,,,,,,,,,
254.7,46912,,,,,,,,,
254.8,46912,,,,,,,,,
254.9,46912,,,,,,,,,
255,46912,,,,,,,,,
255.1,46912,,,,,,,,,
255.2,46912,,,,,,,,,
255.3,46912,,,,,,,,,
255.4,46912,,,,,,,,,
255.5,46912,,,,,,,,,
255.6,47616,,,,,,,,,
255.7,47616,,,,,,,,,
255.8,47616,,,,,,,,,
255.9,47616,,,,,,,,,
256,47616,,,,,,,,,
256.1,47616,,,,,,,,,
256.2,47616,,,,,,,,,
256.3,47616,,,,,,,,,
256.4,47616,,,,,,,,,
256.5,47616,,,,,,,,,
256.6,47104,,,,,,,,,
256.7,47104,,,,,,,,,
256.8,47104,,,,,,,,,
256.9,47104,,,,,,,,,
257,47104,,,,,,,,,
257.1,47104,,,,,,,,,
257.2,47104,,,,,,,,,
257.3,47104,,,,,,,,,
257.4,47104,,,,,,,,,
257.5,47104,,,,,,,,,
257.6,46656,,,,,,,,,
257.7,46656,,,,,,,,,
257.8,46656,,,,,,,,,
257.9,46656,,,,,,,,,
258,46656,,,,,,,,,
258.1,46656,,,,,,,,,
258.2,46656,,,,,,,,,
258.3,46656,,,,,,,,,
258.4,46656,,,,,,,,,
258.5,46656,,,,,,,,,
258.6,48192,,,,,,,,,
258.7,48192,,,,,,,,,
258.8,48192,,,,,,,,,
258.9,48192,,,,,,,,,
259,48192,,,,,,,,,
259.1,48192,,,,,,,,,
259.2,48192,,,,,,,,,
259.3,48192,,,,,,,,,
259.4,48192,,,,,,,,,
259.5,48192,,,,,,,,,
259.6,47808,,,,,,,,,
259.7,47808,,,,,,,,,
259.8,47808,,,,,,,,,
259.9,47808,,,,,,,,,
260,47808,,,,,,,,,
260.1,47808,,,,,,,,,
260.2,47808,,,,,,,,,
260.3,47808,,,,,,,,,
260.4,47808,,,,,,,,,
260.5,47808,,,,,,,,,
260.6,47040,,,,,,,,,
260.7,47040,,,,,,,,,
260.8,47040,,,,,,,,,
260.9,47040,,,,,,,,,
261,47040,,,,,,,,,
261.1,47040,,,,,,,,,
261.2,47040,,,,,,,,,
261.3,47040,,,,,,,,,
261.4,47040,,,,,,,,,
261.5,47040,,,,,,,,,
261.6,47808,,,,,,,,,
261.7,47808,,,,,,,,,
261.8,47808,,,,,,,,,
261.9,47808,,,,,,,,,
262,47808,,,,,,,,,
262.1,47808,,,,,,,,,
262.2,47808,,,,,,,,,
262.3,47808,,,,,,,,,
262.4,47808,,,,,,,,,
262.5,47808,,,,,,,,,
